Sentence #,Word,POS,Tag
,ءِ,ADP,OTH
,نیمگ,ADV,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,آپ,NOUN,OTH
,ءِ,ADP,OTH
,پلگاریں,ADJ,OTH
,بہر,NOUN,OTH
,ءُ,CCONJ,OTH
,بانگ,NOUN,OTH
,نہ,ADV,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,سندھ,PROPN,GPE
,نوشگ,ADJ,OTH
,ءِ,ADP,OTH
,آپ,PRON,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,زہبر,ADJ,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 173,سرجمیں,ADJ,OTH
,حالانی,NOUN,OTH
,ردءَ,ADP,OTH
,سر وزیر,NOUN,OTH
,سندھ,PROPN,OTH
,سید مراد علی شاہ,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,تحریک انصاف,PROPN,NORP
,دروگیں,ADJ,OTH
,وعدہانی,NOUN,OTH
,بنیادءَ,NOUN,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,اتکگ,VERB,OTH
,ءُ,CCONJ,OTH
,یک,NUM,OTH
,کروڑ,NUM,OTH
,نوکریانی,NOUN,OTH
,دئیگءِ,VERB,OTH
,ابید,ADV,OTH
,لکھاں,NUM,OTH
,مردم,NOUN,OTH
,بے روزگار,ADJ,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 174,نون اسٹیل ملز,PROPN,ORG
,ءِ,ADP,OTH
,حرابیں,ADJ,OTH
,جاور,NOUN,OTH
,کنان,NOUN,OTH
,ءَ,ADP,OTH
,اودءَ,ADV,OTH
,ملازماں,NOUN,OTH
,درکنگءِ,VERB,OTH
,گپ,NOUN,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 175,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,سندھ,PROPN,OTH
,ءَ,ADP,OTH
,بنجاہ,NOUN,OTH
,ءِ,ADP,OTH
,11محکمہ,NUM,CARDINAL
,انت,AUX,OTH
,اودءَ,ADV,OTH
,چہ,ADP,OTH
,25,NUM,CARDINAL
,ہزار,NUM,CARDINAL
,ملازماں,NOUN,OTH
,درکنگ,VERB,OTH
,ءِ,ADP,OTH
,تیاری,NOUN,OTH
,کنگ,VERB,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 176,پرچیکہ,CCONJ,OTH
,اے,DET,OTH
,حکومت,NOUN,OTH
,مہلوک,NOUN,OTH
,ءَ,ADP,OTH
,بے وزگار,ADJ,OTH
,کنگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 177,سید مراد علی شاہ,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,سندھ,PROPN,GPE
,ءَ,ADP,OTH
,بنجاہ,NOUN,OTH
,ءِ,ADP,OTH
,11محکمہ,NUM,CARDINAL
,انت,AUX,OTH
,اودءَ,ADV,OTH
,چہ,ADP,OTH
,25ہزار,NUM,CARDINAL
,ملازماں,NOUN,OTH
,درکنگ,VERB,OTH
,ءِ,ADP,OTH
,تیاری,NOUN,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 178,پرچیکہ,CCONJ,OTH
,اے,DET,OTH
,حکومت,NOUN,OTH
,مہلوکءَ,NOUN,OTH
,بے روزگار,ADJ,OTH
,کنگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 179,سید مراد علی شاہ,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,اے,DET,OTH
,مہلوک,NOUN,OTH
,انت,AUX,OTH
,آہاں,PRON,OTH
,1997ءَ,NOUN,OTH
,بے نظیر بھٹو,PROPN,PER
,ءَ,ADP,OTH
,کساس,NOUN,OTH
,سی,NUM,CARDINAL
,سال,NOUN,OTH
,ءِ,ADP,OTH
,عمر,NOUN,OTH
,ءَ,ADP,OTH
,نوکری,ADJ,OTH
,داتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 180,دیم,ADV,OTH
,ءِ,ADP,OTH
,حکومت,NOUN,OTH
,اتکگ,VERB,OTH
,گڑا,CCONJ,OTH
,درائیں,ADJ,OTH
,مردمان,NOUN,OTH
,ءَ,ADP,OTH
,نوکری,ADJ,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,درکرتگ,VERB,OTH
,ءُ,CCONJ,OTH
,پدا,ADJ,OTH
,پیپلزپارٹی,PROPN,NORP
,ءَ,ADP,OTH
,چاردہ,NUM,CARDINAL
,سال,NOUN,OTH
,ءِ,ADP,OTH
,پد,ADV,OTH
,آہاں,PRON,OTH
,یکٹ,X,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,بحال,NOUN,OTH
,کرتگءُ,VERB,OTH
,نوں,ADV,OTH
,یک,NUM,CARDINAL
,رندے,NOUN,OTH
,پدا,ADJ,OTH
,آہاں,PRON,OTH
,56سالءِ,NUM,CARDINAL
,عمر,NOUN,OTH
,ءَ,ADP,OTH
,نوکری,ADJ,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,در کنگ,VERB,OTH
,ءَ,ADP,OTH
,بوگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 181,سر وزیر,NOUN,OTH
,سندھ,PROPN,GPE
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,برخاست کرتگیں,ADJ,OTH
,ملازماں,NOUN,OTH
,پیپلزپارٹی,PROPN,NORP
,ءِ,ADP,OTH
,نیمگ,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,وکیلانی,NOUN,OTH
,ھزمت,NOUN,OTH
,پیش,ADV,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,تاکہ,CCONJ,OTH
,آ,PRON,OTH
,عدالتاں,NOUN,OTH
,روان,VERB,OTH
,ءَ,ADP,OTH
,وتی,PRON,OTH
,لیکہ,NOUN,OTH
,پیش,ADV,OTH
,کت,VERB,OTH
,کنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 182,من,PRON,OTH
,ءَ,ADP,OTH
,سرجم,ADJ,OTH
,ءَ,ADP,OTH
,امیت,NOUN,OTH
,انت,AUX,OTH
,کہ,CCONJ,OTH
,مئے,PRON,OTH
,ملک,NOUN,OTH
,ءِ,ADP,OTH
,عدالتاں,NOUN,OTH
,انصاف,NOUN,OTH
,کناں,VERB,OTH
,.,PUNCT,OTH
Sentence: 183,لاہور,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,مسلم لیگ ( ن ),PROPN,NORP
,ءِ,ADP,OTH
,سیکرٹری جنرل احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,سہ,NUM,CARDINAL
,سال,NOUN,OTH
,سرجم,ADJ,OTH
,بوھگءَ,VERB,OTH
,شاتکامی,NOUN,OTH
,ءَ,ADP,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,ٹپانی,NOUN,OTH
,سرا,ADV,OTH
,واد,NOUN,OTH
,پر کنگ,VERB,OTH
,ءِ,ADP,OTH
,برابر,ADJ,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 184,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,کارءُ کرد,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,کوکار,NOUN,OTH
,درکرتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 185,ناروال,PROPN,GPE
,ءَ,ADP,OTH
,پریس کانفرنس,NOUN,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,سہ,NUM,CARDINAL
,سالہ,ADP,OTH
,کارءُ کرد,NOUN,OTH
,ءَ,ADP,OTH
,سکیں,ADJ,OTH
,ایراد,NOUN,OTH
,ءِ,ADP,OTH
,نشانگ,NOUN,OTH
,جوڑ کنان,NOUN,OTH
,ءَ,ADP,OTH
,حکومت,NOUN,OTH
,کارءُ کرد,NOUN,OTH
,ءِ,ADP,OTH
,ھلاپ,ADP,OTH
,وائٹ,ADJ,OTH
,پیپر,NOUN,OTH
,برجا,ADV,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,جار جنان,NOUN,OTH
,ءَ,ADP,OTH
,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,مزن وزیر,NOUN,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,چیلجن کنان,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,آ,PRON,OTH
,سیکورٹی,NOUN,OTH
,ءِ,ADP,OTH
,ابید,ADV,OTH
,الس,NOUN,OTH
,ءَ,ADP,OTH
,روان,VERB,OTH
,ءَ,ADP,OTH
,پیش,ADV,OTH
,داشتگ,VERB,OTH
,آئیءَ,PRON,OTH
,زانتگ,VERB,OTH
,کہ,CCONJ,OTH
,الس,NOUN,OTH
,آئیءِ,PRON,OTH
,بابتءَ,ADP,OTH
,چہ,ADP,OTH
,چے,ADV,OTH
,جذبات,NOUN,OTH
,داریت,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 186,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مزن وزیر,NOUN,OTH
,گوشیت,VERB,OTH
,انت,AUX,OTH
,کہ,CCONJ,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,الس,NOUN,OTH
,ءَ,ADP,OTH
,سہ,NUM,CARDINAL
,سالاں,NOUN,OTH
,وشحال,ADJ,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 187,حالرسانی,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,گوشیت,VERB,OTH
,کہ,CCONJ,OTH
,ہرچی,ADV,OTH
,مہنگائی,NOUN,OTH
,بوتگ,AUX,OTH
,انچو,ADV,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,آمدن,NOUN,OTH
,ءَ,ADP,OTH
,بوتگ,AUX,OTH
,اے,DET,OTH
,آ,PRON,OTH
,بیان,NOUN,OTH
,انت,AUX,OTH
,آہانی,PRON,OTH
,لوگاں,NOUN,OTH
,مذاق,NOUN,OTH
,بوھگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 188,ہر,ADV,OTH
,آ,PRON,OTH
,مردم,NOUN,OTH
,آ,PRON,OTH
,ہر,ADV,OTH
,روچ,NOUN,OTH
,بازارءَ,ADP,OTH
,چہ,ADP,OTH
,آرت,NOUN,OTH
,،,PUNCT,OTH
,دال,NOUN,OTH
,،,PUNCT,OTH
,شیر,NOUN,OTH
,،,PUNCT,OTH
,گوشت,NOUN,OTH
,،,PUNCT,OTH
,پیریں,ADJ,OTH
,ماتءُ پتانی,NOUN,OTH
,حاترا,ADV,OTH
,دوا,NOUN,OTH
,بہا زور انت,VERB,OTH
,بجلی,NOUN,OTH
,گیس,NOUN,OTH
,ءِ,ADP,OTH
,بل,NOUN,OTH
,دیاں,VERB,OTH
,اے,DET,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,ہر,ADV,OTH
,روچ,NOUN,OTH
,بد,ADJ,OTH
,دعائیں,NOUN,OTH
,دیاں,VERB,OTH
,.,PUNCT,OTH
Sentence: 189,آئیءَ,PRON,OTH
,سہ,NUM,CARDINAL
,سال,NOUN,OTH
,ءَ,ADP,OTH
,ہرچی,ADV,OTH
,مہنگائی,NOUN,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 190,ایشیءِ,PRON,OTH
,مثال,NOUN,OTH
,پشتءَ,ADP,OTH
,نہ,ADV,OTH
,رسیت,VERB,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,مزن وزیر,NOUN,OTH
,گوشیت,VERB,OTH
,کہ,CCONJ,OTH
,الس,NOUN,OTH
,وشحالی,ADJ,OTH
,بوتگ,AUX,OTH
,وشحالی,ADJ,OTH
,الس,NOUN,OTH
,نہ,ADV,OTH
,بلکہ,ADV,OTH
,عمران خان نیازی,PROPN,PER
,ءِ,ADP,OTH
,وزیرءُ مافیاز,NOUN,OTH
,وشحال,ADJ,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,آ,PRON,OTH
,عمران خان نیازی,PROPN,PER
,ءِ,ADP,OTH
,چھتری,NOUN,OTH
,ءِ,ADP,OTH
,چیر,ADP,OTH
,ءَ,ADP,OTH
,آھگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,احسن اقبال,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مزن وزیرءَ,NOUN,OTH
,چیلنج,NOUN,OTH
,کناں,VERB,OTH
,کہ,CCONJ,OTH
,آ,PRON,OTH
,یک,NUM,CARDINAL
,بازار,NOUN,OTH
,ءَ,ADP,OTH
,سیکورٹی,NOUN,OTH
,ءِ,ADP,OTH
,ابید,ADV,OTH
,روان,VERB,OTH
,پیش داراں,VERB,OTH
,آزان,ADJ,OTH
,انت,AUX,OTH
,کہ,CCONJ,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,الس,NOUN,OTH
,آئی,PRON,OTH
,ءِ,ADP,OTH
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,بابت,ADP,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,چے,ADV,OTH
,جذبات,NOUN,OTH
,دار انت,VERB,OTH
,.,PUNCT,OTH
Sentence: 191,خیر پور,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بلاول بھٹو زرداری,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ما,PRON,OTH
,اے,DET,OTH
,برداشت کت,VERB,OTH
,نہ,ADV,OTH
,کناں,VERB,OTH
,کہ,CCONJ,OTH
,یکے,ADJ,OTH
,اسلام آباد,PROPN,GPE
,ءَ,ADP,OTH
,نشتگ,VERB,OTH
,یکے,ADJ,OTH
,دست لیبوک,NOUN,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,ڈاکہ,NOUN,OTH
,بجنت,VERB,OTH
,پاکستان پیپلزپارٹی,PROPN,NORP
,(,PUNCT,OTH
,پی پی پی,PROPN,NORP
,),PUNCT,OTH
,ءِ,ADP,OTH
,چیئرمین,NOUN,OTH
,بلاول بھٹو زرداری,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,بے روزگاری,NOUN,OTH
,ءُ,CCONJ,OTH
,غربت,NOUN,OTH
,تاریخی,ADJ,OTH
,سندھ,PROPN,GPE
,ءَ,ADP,OTH
,سر,ADV,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 192,بلے,CCONJ,OTH
,حکومت,NOUN,OTH
,وتی,PRON,OTH
,سہ,NUM,CARDINAL
,سال,NOUN,OTH
,ءِ,ADP,OTH
,تباہی,NOUN,OTH
,ءِ,ADP,OTH
,شاتکامی,NOUN,OTH
,کنگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 193,خیر پور,PROPN,GPE
,ءَ,ADP,OTH
,کارہندہاں,NOUN,OTH
,گوں,ADP,OTH
,جلسہءَ,NOUN,OTH
,تران کنان,NOUN,OTH
,ءَ,ADP,OTH
,بلاول بھٹو زداری,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,نابود,ADJ,OTH
,ءُ,CCONJ,OTH
,ناجائز,ADJ,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,مئے,PRON,OTH
,سر اپرمشگ,X,OTH
,بوتگ,AUX,OTH
,،,PUNCT,OTH
,اے,DET,OTH
,حکومت,NOUN,OTH
,ءَ,ADP,OTH
,الس,NOUN,OTH
,دشمن,NOUN,OTH
,پالیسیانی,NOUN,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,لس,ADJ,OTH
,مردم,NOUN,OTH
,ءَ,ADP,OTH
,تکلیف,NOUN,OTH
,سر,ADV,OTH
,بوتگ,AUX,OTH
,،,PUNCT,OTH
,اے,DET,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,حقانی,NOUN,OTH
,سلب,ADV,OTH
,کنگ,VERB,OTH
,ءُ,CCONJ,OTH
,آہاں,PRON,OTH
,ڈاکہ,NOUN,OTH
,جنگ,VERB,OTH
,لوٹیت,AUX,OTH
,،,PUNCT,OTH
,عمران خان,PROPN,PER
,الس,NOUN,OTH
,ءَ,ADP,OTH
,گوں,ADP,OTH
,ہر,DET,OTH
,وڑ,ADP,OTH
,ءِ,ADP,OTH
,حقانی,NOUN,OTH
,پچگرگ,VERB,OTH
,لوٹیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 194,اے,DET,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,حقانی,NOUN,OTH
,سلب,ADV,OTH
,کنگ,VERB,OTH
,ءُ,CCONJ,OTH
,آہانی,PRON,OTH
,سرا,ADV,OTH
,پردہ,NOUN,OTH
,جنگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 195,عمران خان,PROPN,PER
,الس,NOUN,OTH
,ءَ,ADP,OTH
,گوں,ADP,OTH
,ہر,DET,OTH
,وڑیں,ADV,OTH
,حقاں,NOUN,OTH
,پچگرگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 196,آئی,PRON,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ما,PRON,OTH
,درست,ADJ,OTH
,ھوار,ADP,OTH
,بوہان,VERB,OTH
,ءَ,ADP,OTH
,اے,DET,OTH
,عمران خان,PROPN,PER
,ءِ,ADP,OTH
,مقابلہ,NOUN,OTH
,کنگی,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 197,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,الس,NOUN,OTH
,ءَ,ADP,OTH
,اے,DET,OTH
,حکومت,NOUN,OTH
,ءِ,ADP,OTH
,گوں,ADV,OTH
,رکھینگی,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 198,خان صاحب,PROPN,PER
,ءَ,ADP,OTH
,الس,NOUN,OTH
,ءَ,ADP,OTH
,مہنگائی,NOUN,OTH
,ءِ,ADP,OTH
,سونامی,NOUN,OTH
,ءَ,ADP,OTH
,بککینگ,VERB,OTH
,ءَ,ADP,OTH
,ہچ,ADV,OTH
,کسر,NOUN,OTH
,یل,ADJ,OTH
,ءَ,ADP,OTH
,نہ,ADV,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 199,بے روزگاری,NOUN,OTH
,ءُ,CCONJ,OTH
,غریبی,NOUN,OTH
,تاریخی,ADJ,OTH
,سندءَ,PROPN,GPE
,سر,ADV,OTH
,بوتگ,AUX,OTH
,ءُ,CCONJ,OTH
,خان صاحب,PROPN,PER
,وتی,PRON,OTH
,سہ,NUM,CARDINAL
,سال,NOUN,OTH
,ءِ,ADP,OTH
,تباہی,NOUN,OTH
,ءِ,ADP,OTH
,شاتکامی,NOUN,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 200,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,ات,AUX,OTH
,کہ,CCONJ,OTH
,خان صاحب,PROPN,PER
,ہر,DET,OTH
,صوبہ,NOUN,OTH
,ءَ,ADP,OTH
,ڈاکہ,NOUN,OTH
,جنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 201,وھدے,NOUN,OTH
,این ایف سی,PROPN,OTH
,ایوارڈ,NOUN,OTH
,نہ,ADV,OTH
,داتگ,VERB,OTH
,ءُ,CCONJ,OTH
,ہژدہمی,ADJ,ORDINAL
,تریم,NOUN,OTH
,ءَ,ADP,OTH
,ڈاکہ,NOUN,OTH
,جنگ,VERB,OTH
,بیت,AUX,OTH
,گڑا,CCONJ,OTH
,اے,DET,OTH
,نہ,ADV,OTH
,ایوک,ADJ,OTH
,ءَ,ADP,OTH
,سندھ,PROPN,GPE
,ءِ,ADP,OTH
,گوں,ADP,OTH
,ناانصافی,NOUN,OTH
,انت,AUX,OTH
,بلکہ,ADV,OTH
,ہر,DET,OTH
,صوبہ,NOUN,OTH
,ءِ,ADP,OTH
,گوں,ADP,OTH
,ناانصافی,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 202,وھدے,NOUN,OTH
,صوبہ,NOUN,OTH
,ءِ,ADP,OTH
,گوں,ADP,OTH
,ناانصافی,NOUN,OTH
,بیت,AUX,OTH
,گڑا,CCONJ,OTH
,سرجمیں,ADJ,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,گوں,ADP,OTH
,ناانصافی,NOUN,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 203,بلاول بھٹو زرداری,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ما,PRON,OTH
,اے,DET,OTH
,برداشت,NOUN,OTH
,کت,VERB,OTH
,نہ,ADV,OTH
,کناں,VERB,OTH
,کہ,CCONJ,OTH
,یکے,ADJ,OTH
,اسلام آباد,PROPN,GPE
,ءَ,ADP,OTH
,نشتگ,VERB,OTH
,یکے,ADJ,OTH
,دست لیبوک,NOUN,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,حقانی,NOUN,OTH
,سرا,ADV,OTH
,ڈاکہ,NOUN,OTH
,جنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,حق,NOUN,OTH
,روزگار,NOUN,OTH
,ءَ,ADP,OTH
,ڈاکہ,NOUN,OTH
,جنگ,VERB,OTH
,بیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 204,سلیکٹڈ,ADJ,OTH
,عمران خان,PROPN,PER
,یک کروڑ,NUM,CARDINAL
,نوکریانی,NOUN,OTH
,وعدہ,NOUN,OTH
,کرتگ,VERB,OTH
,ات,AUX,OTH
,،,PUNCT,OTH
,ہمے,DET,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,آئیءَ,PRON,OTH
,گوں,ADP,OTH
,روزگار,NOUN,OTH
,پچ گپتگ,VERB,OTH
,انت,AUX,OTH
,آہانی,PRON,OTH
,گورءَ,ADP,OTH
,روزگار,NOUN,OTH
,ات,AUX,OTH
,،,PUNCT,OTH
,ورناہاں,NOUN,OTH
,دو,NUM,CARDINAL
,دوڈگری,NUM,CARDINAL
,زوران,VERB,OTH
,ءَ,ADP,OTH
,دھکہ,NOUN,OTH
,ورگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,بلے,CCONJ,OTH
,آئیءَ,PRON,OTH
,ہم,PART,OTH
,روزگار,NOUN,OTH
,نہ,ADV,OTH
,رسگءَ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 205,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,پاکستان اسٹیل ڈوھدار,PROPN,ORG
,ملک,NOUN,OTH
,ءِ,ADP,OTH
,مڈی,NOUN,OTH
,اتنت,AUX,OTH
,،,PUNCT,OTH
,دہ,NUM,CARDINAL
,ہزار,NUM,CARDINAL
,حاندان,NOUN,OTH
,اودءَ,ADV,OTH
,کار,NOUN,OTH
,کرتگ,VERB,OTH
,اتنت,AUX,OTH
,اے,DET,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,آہان,PRON,OTH
,ءَ,ADP,OTH
,خاندانان,NOUN,OTH
,ءَ,ADP,OTH
,بے روزگار,ADJ,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 206,بے نظیر بھٹو,PROPN,PER
,ءَ,ADP,OTH
,اے,DET,OTH
,مہلوک,NOUN,OTH
,ءَ,ADP,OTH
,ایف آئی اے,PROPN,OTH
,ءَ,ADP,OTH
,روزگار,NOUN,OTH
,دیائینتگ,VERB,OTH
,ات,AUX,OTH
,آہاں,PRON,OTH
,سی,NUM,CARDINAL
,سال,NOUN,OTH
,سروس,NOUN,OTH
,ءِ,ADP,OTH
,پد,ADV,OTH
,بے روزگار,ADJ,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 207,سندھ پبلک سروس کمیشن,PROPN,ORG
,یک,NUM,CARDINAL
,پندل,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,بند,NOUN,OTH
,بوتگ,AUX,OTH
,،,PUNCT,OTH
,اے,DET,OTH
,سندھ,PROPN,GPE
,ءِ,ADP,OTH
,السءِ,ADP,OTH
,گوں,ADP,OTH
,کجام,ADV,OTH
,وڑیں,ADV,OTH
,مزاق,NOUN,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,آہانی,PRON,OTH
,گورءَ,ADP,OTH
,روزگار,NOUN,OTH
,انت,AUX,OTH
,نوں,ADV,OTH
,آہانی,PRON,OTH
,روزگار,NOUN,OTH
,ہم,CCONJ,OTH
,حطرہ,NOUN,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 208,کوئٹہ,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بلوچستان,PROPN,GPE
,ءَ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,ءِ,ADP,OTH
,پد,ADV,OTH
,43کیس,NUM,CARDINAL
,رپورٹ,NOUN,OTH
,بوھگءِ,VERB,OTH
,پد,ADV,OTH
,نوں,ADV,OTH
,تاں,ADP,OTH
,اثر مندیں,ADJ,OTH
,مردمانی,NOUN,OTH
,کچ,NOUN,OTH
,31252بوتگ,NUM,CARDINAL
,.,PUNCT,OTH
Sentence: 209,محکمہ جانسلامتی,PROPN,OTH
,ءِ,ADP,OTH
,کرونا وائرس,NOUN,OTH
,آپریشنل,ADJ,OTH
,سیل,NOUN,OTH
,ءِ,ADP,OTH
,برجا,ADV,OTH
,کرتیگں,ADJ,OTH
,رپورٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,بلوچستان,PROPN,GPE
,ءِ,ADP,OTH
,شش,NUM,CARDINAL
,ضلعاں,NOUN,OTH
,بارکھان,PROPN,GPE
,ءَ,ADP,OTH
,چہ,ADP,OTH
,15,NUM,CARDINAL
